,cluster
3026,15
3027,16
3028,11
3029,1
3030,0
3031,0
3032,11
3033,9
3034,14
3035,2
3036,11
3037,11
3038,5
3039,1
3040,4
3041,8
3042,13
3043,11
3044,11
3045,11
3046,10
3047,11
3048,6
3049,11
3050,13
3051,9
3052,0
3053,12
3054,1
3055,4
3056,7
3057,14
3058,6
3059,5
3060,1
3061,11
3062,16
3063,16
3064,10
3065,10
3066,3
3067,2
3068,0
3069,11
3070,11
3071,11
3072,0
3073,0
3074,0
3075,6
3076,3
3077,10
3078,0
3079,4
3080,16
3081,15
3082,11
3083,0
3084,10
3085,11
3086,16
3087,1
3088,1
3089,0
3090,2
3091,2
3092,1
3093,11
3094,10
3095,11
3096,0
3097,13
3098,2
3099,2
3100,15
3101,13
3102,1
3103,5
3104,15
3105,16
3106,3
3107,11
3108,16
3109,0
3110,1
3111,3
3112,3
3113,2
3114,16
3115,1
3116,1
3117,10
3118,16
3119,4
3120,13
3121,14
3122,14
3123,10
3124,0
3125,0
3126,2
3127,1
3128,15
3129,0
3130,1
3131,5
3132,2
3133,2
3134,15
3135,13
3136,0
3137,3
3138,1
3139,10
3140,3
3141,1
3142,1
3143,5
3144,2
3145,4
3146,7
3147,3
3148,0
3149,0
3150,11
3151,0
3152,0
3153,0
3154,1
3155,8
3156,2
3157,11
3158,1
3159,14
3160,2
3161,1
3162,3
3163,14
3164,14
3165,0
3166,5
3167,12
3168,6
3169,1
3170,1
3171,12
3172,14
3173,16
3174,0
3175,1
3176,3
3177,2
3178,16
3179,0
3180,4
3181,6
3182,16
3183,14
3184,3
3185,16
3186,0
3187,12
3188,16
3189,7
3190,10
3191,11
3192,1
3193,3
3194,0
3195,1
3196,5
3197,12
3198,6
3199,10
3200,5
3201,4
3202,4
3203,4
3204,0
3205,3
3206,4
3207,5
3208,0
3209,0
3210,7
3211,4
3212,4
3213,15
3214,7
3215,9
3216,4
3217,2
3218,14
3219,5
3220,2
3221,6
3222,10
3223,10
3224,10
3225,2
3226,9
3227,5
3228,15
3229,0
3230,14
3231,0
3232,10
3233,9
3234,13
3235,7
3236,11
3237,2
3238,9
3239,6
3240,10
3241,0
3242,0
3243,14
3245,12
3246,0
3247,16
3248,1
3249,16
3250,0
3251,1
3252,12
3253,14
3254,6
3255,5
3256,0
3257,14
3258,5
3259,0
3260,12
3261,14
3262,5
3263,1
3264,0
3265,7
3266,1
3267,3
3268,5
3269,6
3270,0
3271,13
3272,0
3273,0
3274,0
3275,0
3276,13
3277,13
3278,12
3279,11
3280,3
3281,11
3282,5
3283,12
3284,1
3285,6
3286,11
3287,7
3288,11
3289,16
3290,8
3291,13
3292,7
3293,1
3294,11
3295,11
3296,0
3297,11
3298,15
3299,0
3300,16
3301,2
3302,16
3303,2
3304,1
3305,0
3306,6
3307,16
3308,14
3309,2
3310,4
3311,16
3312,16
3313,5
3314,12
3315,1
3316,14
3317,16
3318,16
3319,15
3320,13
3321,1
3322,6
3323,15
3324,5
3325,4
3326,11
3327,1
3328,13
3329,6
3330,13
3331,16
3332,9
3333,14
3334,1
3335,11
3336,10
3337,16
3338,4
3339,2
3340,0
3341,14
3342,2
3343,8
3344,16
3345,16
3346,13
3347,1
3348,11
3349,1
3350,0
3351,9
3352,2
3353,11
3354,0
3355,11
3356,4
3357,5
3358,15
3359,3
3360,0
3361,16
3362,1
3363,9
3364,16
3365,5
3366,5
3367,5
3368,10
3369,5
3370,14
3371,5
3372,12
3373,16
3374,10
3375,12
3376,4
3377,15
3378,1
3379,0
3380,3
3381,16
3382,1
3383,11
3384,9
3385,7
3386,5
3387,3
3388,16
3389,16
3390,3
3391,7
3392,1
3393,5
3394,0
3395,14
3396,1
3397,10
3398,16
3399,14
3400,6
3401,0
3402,2
3403,14
3404,2
3405,14
3406,0
3407,14
3408,10
3409,5
3410,0
3411,0
3412,0
3413,6
3414,12
3415,0
3416,1
3417,1
3418,6
3419,5
3420,2
3421,16
3422,1
3423,16
3424,5
3425,9
3426,2
3427,1
3428,12
3429,2
3430,14
3431,16
3432,0
3433,2
3434,4
3435,11
3436,6
3438,0
3439,0
3440,10
3441,1
3442,7
3443,1
3444,15
3445,5
3446,2
3447,6
3448,4
3449,16
3450,16
3451,2
3452,0
3453,10
3454,0
3455,11
3456,6
3457,4
3458,14
3459,2
3460,11
3461,6
3462,2
3463,13
3464,14
3465,16
3466,14
3467,16
3468,0
3469,1
3470,0
3471,1
3472,3
3473,16
3474,0
3475,9
3476,0
3477,16
3478,16
3479,2
3480,2
3481,0
3482,10
3483,4
3484,13
3485,2
3486,3
3487,11
3488,16
3489,2
3490,3
3491,2
3492,2
3493,2
3494,12
3495,2
3496,1
3497,2
3498,11
3499,3
3500,0
3501,0
3502,13
3503,13
3504,8
3505,5
3506,4
3507,2
3508,14
3509,0
3510,7
3511,13
3512,14
3513,0
3514,0
3515,13
3516,6
3517,9
3518,12
3519,2
3520,15
3521,1
3522,8
3523,16
3524,10
3525,3
3526,2
3527,11
3528,3
3529,5
3530,7
3531,2
3532,4
3533,4
3534,9
3535,0
3536,0
3537,4
3538,9
3539,10
3540,16
3541,0
3542,11
3543,0
3544,8
3545,0
3546,2
3547,9
3548,2
3549,1
3550,2
3551,9
3552,9
3553,1
3554,16
3555,12
3556,2
3557,1
3558,0
3559,8
3560,8
3561,2
3562,1
3563,11
3564,7
3565,13
3566,15
3567,0
3568,8
3569,1
3570,10
3571,7
3572,1
3573,0
3574,12
3575,2
3576,16
3577,11
3578,2
3579,0
3580,1
3581,7
3582,0
3583,3
3584,12
3585,4
3586,14
3587,13
3588,5
3589,12
3590,7
3591,13
3592,2
3593,0
3594,7
3595,8
3596,4
3597,0
3598,4
3599,3
3600,1
3601,0
3602,0
3603,12
3604,12
3605,14
3606,12
3607,1
3608,1
3609,1
3610,5
3611,12
3612,1
3613,10
3614,0
3615,6
3616,3
3617,8
3618,10
3619,16
3620,8
3621,4
3622,14
3623,16
3624,13
3625,14
3626,13
3627,12
3628,12
3629,16
3630,1
3631,11
3632,0
3633,7
3634,12
3635,1
3636,0
3637,0
3638,14
3639,12
3640,1
3641,2
3642,7
3643,16
3644,1
3645,0
3646,10
3647,0
3648,0
3649,8
3650,9
3651,0
3652,4
3653,6
3654,0
3655,14
3656,12
3657,8
3658,15
3659,0
3660,12
3661,4
3662,10
3663,10
3664,5
3665,5
3666,14
3667,7
3668,5
3669,0
3670,12
3671,8
3672,2
3673,0
3674,3
3675,16
3676,9
3677,11
3678,0
3679,4
3680,4
3681,14
3682,10
3683,1
3684,15
3685,8
3686,0
3687,6
3688,16
3689,16
3690,5
3691,12
3692,0
3693,9
3694,11
3695,8
3696,0
3697,11
3698,11
3699,12
3700,0
3701,1
3702,12
3703,2
3704,3
3705,2
3706,11
3707,0
3708,0
3709,11
3710,16
3711,14
3712,4
3713,0
3714,1
3715,4
3716,14
3717,0
3718,0
3719,6
3720,3
3721,0
3722,7
3723,3
3724,5
3725,9
3726,4
3727,5
3728,5
3729,3
3730,9
3731,1
3732,9
3733,10
3734,16
3735,1
3736,2
3737,11
3738,8
3739,8
3740,4
3741,7
3742,4
3743,12
3744,10
3745,0
3746,2
3747,4
3748,11
3749,12
3750,5
3751,13
3752,14
3753,11
3754,8
3755,16
3756,12
3757,7
3758,2
3759,16
3760,16
3761,13
3762,3
3763,3
3764,16
3765,12
3766,9
3767,12
3768,8
3769,3
3770,15
3771,12
3772,13
3773,6
3774,10
3775,3
3776,13
3777,7
3778,1
3779,8
3780,2
3781,14
3782,4
3783,2
3784,0
3785,3
3787,12
3788,4
3789,11
3790,1
3791,0
3792,0
3793,0
3794,1
3795,15
3796,12
3797,1
3798,4
3799,2
3800,13
3801,14
3802,1
3803,2
3804,13
3805,1
3806,0
3807,16
3808,2
3809,0
3810,12
3811,8
3812,12
3813,11
3814,0
3815,5
3816,7
3817,5
3818,2
3819,1
3820,5
3821,12
3822,16
3823,1
3824,0
3825,3
3826,8
3827,4
3828,0
3829,5
3830,7
3831,4
3832,3
3833,3
3834,2
3836,9
3837,16
3838,1
3839,16
3840,6
3841,16
3842,3
3843,7
3844,12
3845,16
3846,4
3847,8
3848,10
3849,9
3850,3
3851,12
3852,1
3853,1
3854,0
3855,4
3856,10
3857,7
3858,4
3859,12
3860,1
3861,14
3862,16
3863,16
3864,12
3865,5
3866,5
3867,1
3868,15
3869,5
3870,12
3871,2
3872,1
3873,3
3874,10
3875,4
3876,5
3877,4
3878,4
3879,4
3880,2
3881,2
3882,3
3883,3
3884,10
3885,3
3886,6
3887,0
3888,13
3889,6
3890,4
3891,5
3892,12
3893,1
3894,0
3895,1
3896,16
3897,4
3898,4
3899,9
3900,4
3901,9
3902,4
3903,1
3904,16
3905,4
3906,4
3907,13
3908,16
3909,4
3910,8
3911,3
3912,12
3913,13
3914,9
3915,2
3916,4
3917,11
3918,1
3919,12
3920,4
3921,4
3922,4
3923,5
3924,8
3925,16
3926,6
3927,6
3928,16
3929,15
3930,1
3931,0
3932,12
3933,11
3934,1
3935,9
3936,6
3937,16
3938,1
3939,4
3940,9
3941,2
3942,4
3943,4
3944,1
3945,5
3946,5
3947,3
3948,15
3949,9
3950,4
3951,0
3952,16
3953,2
3954,1
3955,10
3956,5
3957,12
3958,16
3959,16
3960,10
3961,3
3962,3
3963,14
3964,0
3965,6
3966,6
3967,1
3968,4
3969,0
3970,14
3971,2
3972,16
3973,16
3974,16
3975,0
3976,4
3977,4
3978,16
3979,4
3980,4
3981,4
3982,16
3983,10
3984,4
3985,0
3986,14
3987,14
3988,4
3989,2
3990,4
3991,4
3992,13
3993,6
3994,12
3995,13
3996,13
3997,7
3998,7
3999,13
4000,14
4001,2
4002,8
4003,1
4004,2
4005,0
4006,5
4007,12
4008,16
4009,4
4010,2
4011,6
4012,13
4013,0
4014,14
4015,12
4016,10
4017,16
4018,5
4019,12
4020,2
4021,8
4022,0
4023,0
4024,0
4025,0
4026,2
4027,4
4028,3
4029,14
4030,7
4031,16
4032,16
4033,16
4034,16
4035,13
4036,13
4037,9
4038,8
4039,13
4040,0
4041,10
4042,7
4043,0
4044,0
4045,12
4046,1
4047,0
4048,0
4049,3
4050,6
4051,0
4052,2
4053,1
4054,1
4055,16
4056,11
4057,0
4058,2
4059,4
4060,10
4061,16
4062,0
4063,2
4064,13
4065,12
4066,16
4067,11
4068,0
4069,14
4070,0
4071,2
4072,1
4073,5
4074,11
4075,2
4076,0
4077,1
4078,6
4079,12
4080,16
4081,1
4082,7
4083,2
4084,0
4085,3
4086,12
4087,13
4088,11
4089,0
4090,16
4091,0
4092,13
4093,8
4094,14
4095,4
4096,0
4097,7
4098,15
4099,1
4100,0
4101,2
4102,16
4103,5
4104,12
4105,9
4106,15
4108,0
4109,14
4110,2
4111,0
4112,1
4113,1
4114,11
4115,2
4116,9
4117,1
4118,2
4119,10
4120,10
4121,1
4122,14
4123,3
4124,16
4125,8
4126,2
4127,4
4128,0
4129,16
4130,8
4131,4
4132,13
4133,12
4134,1
4135,0
4136,6
4137,16
4138,5
4139,12
4140,6
4141,16
4142,8
4143,16
4144,0
4145,0
4146,1
4147,16
4148,16
4149,14
4150,12
4151,8
4152,1
4153,14
4154,12
4155,0
4156,16
4157,0
4158,16
4159,4
4160,0
4161,13
4162,14
4163,16
4164,15
4165,15
4166,0
4167,4
4168,0
4169,16
4170,0
4171,0
4172,6
4173,11
4174,1
4175,15
4176,0
4177,0
4178,0
4179,11
4180,3
4181,11
4182,1
4183,1
4184,16
4185,16
4186,11
4187,7
4188,1
4189,2
4190,8
4191,1
4192,0
4193,16
4194,0
4195,0
4196,11
4197,16
4198,4
4199,9
4200,0
4201,16
4202,14
4203,4
4204,2
4205,1
4206,1
4207,16
4208,0
4209,4
4210,5
4211,2
4212,0
4213,16
4214,14
4215,1
4216,0
4217,4
4218,16
4219,1
4220,14
4221,16
4222,16
4223,14
4224,5
4225,10
4226,14
4227,5
4228,16
4229,2
4230,8
4231,1
4232,0
4233,1
4234,15
4235,14
4236,1
4237,0
4238,14
4239,15
4240,0
4241,0
4242,2
4243,16
4244,11
4245,12
4246,4
4247,7
4248,16
4249,16
4250,10
4251,6
4252,16
4253,12
4254,13
4255,12
4256,0
4257,1
4258,0
4259,11
4260,10
4261,16
4262,1
4263,16
4264,4
4265,12
4266,2
4267,0
4268,1
4269,12
4270,2
4271,1
4272,10
4273,6
4274,4
4275,12
4276,15
4277,16
4278,11
4279,0
4280,0
4281,15
4282,2
4283,3
4284,1
4285,1
4286,10
4287,12
4288,4
4289,13
4290,13
4291,8
4292,5
4293,9
4294,13
4295,9
4296,4
4297,10
4298,4
4299,9
4300,4
4301,10
4302,5
4303,12
4304,0
4305,15
4306,0
4307,0
4308,11
4309,16
4310,16
4311,16
4312,16
4313,12
4314,5
4315,8
4316,0
4317,16
4318,2
4319,5
4320,2
4321,16
4322,16
4323,4
4324,16
4325,10
4326,3
4327,0
4328,3
4329,11
4330,12
4331,5
4332,12
4333,16
4334,11
4335,12
4336,3
4337,0
4338,2
4339,0
4340,0
4341,1
4342,6
4343,7
4344,1
4345,7
4346,0
4347,2
4348,11
4349,12
4350,1
4351,2
4352,0
4353,15
4354,4
4355,2
4356,8
4357,12
4358,0
4359,14
4360,0
4361,8
4362,10
4363,0
4364,2
4365,9
4366,5
4367,15
4368,7
4369,1
4370,14
4371,0
4372,16
4373,2
4374,14
4375,13
4376,12
4377,16
4378,1
4379,13
4380,0
4382,1
4383,1
4384,6
4385,14
4386,15
4387,14
4388,11
4389,1
4390,2
4391,1
4392,12
4393,3
4394,0
4395,10
4396,1
4397,6
4398,3
4399,0
4400,7
4401,9
4402,8
4403,6
4404,12
4405,15
4406,0
4407,3
4408,11
4409,0
4410,6
4411,0
4412,3
4413,12
4414,0
4415,6
4417,1
4418,12
4419,8
4420,3
4421,3
4422,16
4423,14
4424,12
4425,3
4426,7
4427,16
4428,16
4429,8
4430,11
4431,0
4432,6
4433,7
4434,2
4435,0
4436,11
4437,13
4438,6
4439,16
4440,3
4441,16
4442,0
4443,9
4444,12
4445,7
4446,2
4447,6
4448,6
4449,6
4450,5
4451,0
4452,13
4453,16
4454,2
4455,1
4456,3
4458,15
4459,2
4460,11
4461,10
4462,2
4463,16
4464,0
4465,0
4466,1
4467,0
4469,1
4470,8
4471,8
4472,14
4473,6
4474,1
4475,5
4476,15
4477,5
4478,14
4479,10
4480,13
4481,10
4482,6
4483,0
4484,0
4485,10
4486,2
4487,15
4488,9
4489,1
4490,12
4491,6
4492,6
4493,5
4494,6
4495,0
4496,8
4497,8
4498,3
4499,16
4500,7
4501,2
4502,1
4503,0
4504,7
4505,9
4506,14
4507,6
4509,2
4510,1
4511,15
4512,1
4513,3
4514,10
4515,0
4516,8
4517,2
4518,2
4519,16
4520,11
4521,5
4522,5
4523,0
4524,13
4525,0
4526,3
4527,5
4528,1
4529,3
4530,2
4531,16
4532,4
4533,1
4534,8
4535,9
4536,4
4537,14
4538,2
4539,15
4540,0
4541,5
4542,0
4543,2
4544,8
4545,1
4546,14
4547,1
4548,0
4549,1
4550,7
4551,7
4552,10
4553,2
4554,5
4555,0
4556,0
4557,1
4558,0
4559,9
4560,15
4561,1
4562,0
4563,12
4564,4
4565,11
4566,1
4567,12
4568,12
4569,8
4570,3
4571,8
4572,0
4573,2
4574,10
4575,5
4576,2
4577,1
4578,12
4579,1
4580,0
4581,8
4582,2
4583,16
4584,7
4585,0
4586,16
4587,4
4588,1
4589,15
4590,16
4591,13
4592,13
4593,1
4594,1
4595,11
4596,3
4597,10
4598,5
4599,13
4601,11
4602,15
4603,12
4604,16
4605,1
4606,6
4607,5
4608,3
4609,12
4610,1
4611,16
4612,10
4613,8
4614,15
4615,12
4616,1
4617,10
4618,0
4619,1
4620,8
4621,0
4622,1
4623,1
4624,1
4625,2
4626,9
4627,4
4628,4
4629,4
4630,7
4631,5
4632,1
4633,7
4634,8
4635,5
4636,12
4637,14
4638,4
4639,0
4640,13
4641,15
4642,16
4643,13
4644,8
4645,1
4646,2
4647,11
4648,1
4650,0
4651,15
4652,16
4653,4
4654,8
4655,16
4656,11
4657,11
4658,1
4659,12
4660,14
4661,10
4662,15
4663,15
4664,15
4665,2
4666,2
4667,11
4668,4
4669,0
4670,12
4671,1
4672,6
4673,8
4674,2
4675,0
4676,10
4677,10
4678,10
4679,14
4680,0
4681,5
4682,1
4683,12
4684,11
4685,9
4686,12
4687,8
4688,8
4689,1
4690,7
4691,12
4692,0
4693,11
4694,1
4695,14
4696,4
4697,8
4698,9
4699,14
4700,6
4701,1
4702,3
4703,1
4704,10
4706,12
4707,13
4708,1
4709,1
4710,0
4711,11
4712,11
4714,1
4715,15
4716,2
4717,16
4718,16
4719,13
4720,10
4721,2
4722,3
4723,1
4724,0
4725,0
4726,7
4727,0
4728,0
4729,1
4730,16
4731,1
4732,0
4733,4
4734,0
4736,13
4737,15
4738,2
4739,0
4740,11
4741,5
4742,5
4743,6
4744,6
4745,15
4746,16
4747,4
4748,3
4749,14
4750,5
4751,7
4752,1
4753,0
4754,1
4755,2
4756,6
4757,4
4758,3
4759,3
4760,2
4761,10
4762,9
4763,0
4764,13
4765,5
4766,2
4767,0
4768,5
4769,4
4770,13
4771,5
4772,7
4773,5
4774,6
4775,6
4776,6
4777,0
4778,16
4779,9
4780,7
4781,0
4782,14
4783,0
4784,14
4785,2
4786,12
4787,1
4788,0
4789,8
4790,2
4791,4
4792,6
4793,3
4794,0
4795,7
4796,7
4797,0
4798,14
4799,0
4800,16
4801,0
4802,0
4803,10
4804,0
4805,9
4806,1
4807,10
4808,0
4809,14
4810,15
4811,0
4812,14
4813,12
4814,14
4815,4
4816,16
4817,16
4818,0
4819,9
4820,9
4821,10
4822,4
4823,10
4824,12
4825,16
4826,7
4827,16
4828,4
4829,6
4830,9
4831,15
4832,10
4833,10
4834,10
4835,4
4836,0
4837,7
4838,2
4839,0
4840,3
4841,0
4842,2
4843,4
4844,15
4845,16
4846,4
4847,15
4848,4
4849,4
4850,3
4851,0
4852,14
4853,14
4854,13
4855,9
4856,12
4857,0
4858,7
4859,4
4860,5
4861,5
4862,13
4863,9
4864,7
4865,4
4866,4
4867,10
4868,12
4869,4
4870,8
4871,3
4872,3
4873,4
4874,9
4875,4
4876,0
4877,7
4878,10
4879,7
4880,3
4881,10
4882,16
4883,4
4884,16
4885,9
4886,4
4887,4
4888,4
4889,15
4890,4
4891,4
4892,10
4893,16
4894,4
4895,10
4896,16
4897,14
4898,7
4899,13
4900,4
4901,15
4902,8
4903,4
4904,8
4905,7
4906,7
4907,5
4908,4
4909,0
4910,14
4911,1
4912,0
4913,0
4914,7
4915,5
4916,13
4917,4
4918,13
4919,16
4920,13
4921,4
4922,3
4923,4
4924,3
4925,6
4926,1
4927,0
4928,1
4929,8
4930,3
4931,6
4932,8
4933,13
4934,16
4935,16
4936,7
4937,0
4938,5
4939,14
4940,3
4941,13
4942,1
4943,0
4944,2
4945,7
4946,14
4947,13
4948,16
4949,0
4950,8
4951,4
4952,4
4953,4
4954,0
4955,1
4956,4
4957,0
4958,4
4959,16
4960,4
4961,7
4962,9
4963,3
4964,16
4965,14
4966,0
4967,12
4968,16
4969,13
4970,4
4971,9
4972,4
4973,0
4974,1
4975,9
4976,9
4977,4
4978,10
4979,12
4980,0
4981,16
4982,13
4983,16
4984,4
4985,1
4986,11
4987,15
4988,9
4989,0
4990,4
4991,16
4992,7
4993,14
4994,4
4995,4
4996,7
4997,4
4998,8
4999,16
5000,9
5001,3
5002,0
5003,7
5004,15
5005,13
5006,3
5007,7
5008,12
5009,7
5010,12
5011,7
5012,4
5013,13
5014,9
5015,7
5016,6
5017,4
5018,13
5019,10
5020,16
5021,3
5022,10
5023,10
5024,16
5025,13
5026,4
5027,16
5028,16
5029,4
5030,4
5031,7
5032,12
5033,6
5034,10
5035,13
5036,6
5037,8
5038,1
5039,4
5040,13
5041,3
5042,10
5043,6
5044,10
5045,7
5046,3
5047,6
5048,12
5049,4
5050,6
5051,9
5052,9
5053,8
5054,12
5055,0
5056,0
5057,3
5058,16
5059,4
5060,7
5061,7
5062,13
5063,4
5064,4
5065,13
5066,7
5067,8
5068,6
5069,3
5070,0
5071,16
5072,2
5073,10
5074,7
5075,16
5076,3
5077,16
5078,16
5079,16
5080,3
5081,16
5082,16
5083,4
5084,4
5085,0
5086,3
5087,16
5088,16
5089,13
5090,16
5091,10
5092,8
5093,13
5094,4
5095,12
5096,3
5097,13
5098,7
5099,4
5100,3
5101,15
5102,0
5103,4
5104,8
5105,13
5106,16
5107,4
5108,4
5109,3
5110,15
5111,4
5112,3
5113,3
5114,3
5115,16
5116,10
5117,11
5118,3
5119,11
5120,15
5121,8
5122,0
5123,3
5124,3
5125,12
5126,4
5127,6
5128,4
5129,3
5130,10
5131,4
5132,8
5133,10
5134,8
5135,12
5136,1
5137,16
5138,8
5139,0
5140,6
5141,10
5142,4
5143,8
5144,0
5145,3
5146,12
5147,5
5148,10
5149,14
5150,14
5151,15
5152,9
5153,9
5154,16
5155,3
5156,16
5157,12
5158,7
5159,16
5160,7
5161,9
5162,7
5163,4
5164,7
5165,10
5166,14
5167,6
5168,4
5170,14
5171,8
5172,14
5173,8
5174,7
5175,9
5176,14
5177,9
5178,8
5179,8
5180,3
5181,5
5182,16
5183,15
5184,0
5185,0
5186,6
5187,14
5188,11
5189,11
5190,0
5191,0
5192,7
5193,1
5194,5
5195,0
5196,3
5197,7
5198,7
5199,7
5200,5
5201,5
5202,16
5203,8
5204,4
5205,10
5206,13
5207,13
5208,13
5209,4
5210,9
5211,7
5212,13
5213,16
5214,4
5215,4
5216,7
5217,5
5218,13
5219,16
5220,6
5221,6
5222,9
5223,2
5224,15
5225,0
5226,16
5227,11
5228,16
5229,3
5230,3
5231,7
5232,3
5233,7
5234,5
5235,5
5236,16
5237,16
5238,8
5239,4
5240,16
5241,4
5242,16
5243,16
5244,16
5245,16
5246,4
5247,16
5248,13
5249,3
5250,13
5251,4
5252,2
5253,9
5254,16
5255,16
5256,13
5257,3
5258,10
5259,4
5260,3
5261,8
5262,14
5263,3
5264,7
5265,12
5266,4
5267,1
5268,4
5269,6
5270,1
5271,10
5272,1
5273,3
5274,2
5275,2
5276,14
5277,6
5278,0
5279,8
5280,8
5281,15
5282,4
5283,10
5284,10
5285,7
5286,8
5287,11
5288,4
5289,9
5290,0
5291,11
5292,10
5293,6
5294,3
5295,5
5296,3
5297,3
5298,2
5299,14
5300,12
5301,11
5302,2
5303,0
5304,11
5306,7
5307,7
5308,7
5309,0
5310,6
5311,8
5312,16
5313,12
5314,9
5315,3
5316,6
5317,15
5318,2
5319,1
5320,4
5321,5
5322,14
5323,4
5324,6
5325,14
5326,13
5327,8
5328,10
5329,0
5330,0
5331,9
5332,12
5333,6
5334,3
5335,0
5336,1
5337,0
5338,5
5339,0
5340,7
5341,1
5342,0
5343,16
5344,1
5345,0
5346,1
5347,5
5348,7
5349,0
5350,2
5351,3
5352,13
5353,13
5354,14
5355,12
5356,15
5357,7
5358,4
5359,10
5360,8
5361,1
5362,6
5363,1
5364,4
5365,14
5366,6
5367,0
5368,0
5369,0
5370,7
5371,6
5372,1
5373,1
5374,7
5375,0
5376,16
5377,16
5378,4
5379,16
5380,10
5381,16
5382,10
5383,7
5384,4
5385,4
5386,16
5387,4
5388,5
5389,3
5390,4
5391,4
5392,10
5393,9
5394,7
5395,7
5396,12
5397,4
5398,7
5399,3
5400,10
5401,14
5402,0
5403,6
5404,7
5405,5
5406,13
5407,6
5408,5
5409,16
5410,4
5411,3
5412,5
5413,0
5414,16
5415,2
5416,4
5417,14
5418,8
5419,4
5420,10
5421,6
5422,3
5423,6
5424,16
5425,0
5426,6
5427,1
5428,7
5429,2
5430,0
5431,15
5432,10
5433,16
5434,4
5435,9
5436,10
5437,0
5438,15
5439,15
5440,1
5441,3
5442,13
5443,5
5444,16
5445,16
5446,4
5447,15
5448,4
5449,15
5450,14
5451,0
5452,16
5453,4
5454,8
5455,0
5456,10
5457,10
5458,10
5459,0
5460,10
5461,12
5462,15
5463,8
5464,0
5465,4
5466,9
5467,16
5468,6
5469,8
5470,6
5471,0
5472,7
5473,1
5474,2
5475,11
5476,3
5477,10
5478,13
5479,15
5480,14
5481,7
5482,0
5483,13
5484,13
5485,15
5486,13
5487,3
5488,5
5489,10
5490,1
5491,9
5492,5
5493,7
5494,3
5495,10
5496,3
5497,3
5498,3
5499,1
5500,0
5501,4
5502,9
5503,8
5504,4
5505,8
5506,3
5507,5
5508,0
5509,7
5510,0
5511,0
5512,14
5513,4
5514,4
5515,4
5516,7
5517,7
5518,6
5519,7
5520,9
5521,10
5522,11
5523,6
5524,0
5525,6
5526,4
5527,7
5528,6
5529,2
5530,5
5531,4
5532,5
5533,6
5534,5
5535,5
5536,16
5537,3
5538,3
5539,5
5540,16
5541,13
5542,4
5543,3
5544,15
5545,9
5546,14
5547,0
5548,5
5549,5
5550,2
5551,11
5552,16
5553,7
5554,9
5555,4
5556,4
5557,7
5558,15
5559,7
5560,1
5561,5
5562,0
5563,8
5564,7
5565,0
5566,6
5567,13
5568,4
5569,12
5570,7
5571,16
5572,5
5573,4
5574,3
5575,6
5576,0
5577,13
5578,10
5579,0
5580,3
5581,13
5582,6
5583,16
5584,6
5585,11
5586,7
5587,0
5588,14
5589,0
5590,6
5591,4
5592,15
5593,0
5594,6
5595,16
5596,9
5597,0
5598,1
5599,13
5600,5
5601,8
5602,7
5603,15
5604,14
5605,0
5606,15
5607,13
5608,16
5609,15
5610,5
5611,7
5612,14
5613,9
5614,7
5615,12
5616,0
5617,8
5618,4
5619,16
5620,16
5621,16
5622,13
5623,6
5624,6
5625,3
5626,11
5627,4
5628,7
5629,16
5630,4
5631,7
5632,7
5633,7
5634,8
5635,0
5636,8
5637,7
5638,4
5639,8
5640,8
5641,9
5642,5
5643,5
5644,9
5645,7
5646,12
5647,12
5648,8
5649,16
5650,7
5651,7
5652,7
5653,9
5654,14
5655,4
5656,14
5657,8
5658,3
5659,7
5660,12
5661,10
5662,7
5663,6
5664,16
5665,16
5666,8
5667,5
5668,6
5669,0
5670,13
5671,13
5672,13
5673,13
5674,14
5675,4
5676,7
5677,7
5678,12
5679,7
5680,7
5681,6
5682,3
5683,0
5684,1
5685,7
5686,7
5687,16
5688,7
5689,3
5690,7
5691,7
5692,7
5693,1
5695,0
5696,9
5697,9
5698,4
5699,2
5700,14
5701,9
5702,1
5703,16
5704,0
5705,2
5706,16
5707,4
5708,9
5709,16
5710,14
5711,7
5712,0
5713,14
5714,0
5715,5
5716,7
5718,10
5719,15
5720,12
5721,10
5722,10
5723,8
5724,0
5725,14
5726,7
5727,16
5728,4
5729,4
5730,4
5731,4
5732,14
5733,13
5734,4
5735,13
5736,13
5737,7
5738,7
5739,1
5740,3
5741,7
5742,0
5743,2
5744,16
5745,5
5746,3
5747,13
5748,5
5749,14
5750,0
5751,10
5752,16
5753,10
5754,0
5755,6
5756,8
5757,13
5758,7
5759,13
5760,14
5761,3
5762,13
5763,6
5764,13
5765,0
5766,0
5767,0
5768,14
5769,10
5770,15
5771,1
5772,4
5773,0
5774,8
5775,4
5776,9
5777,0
5778,0
5779,4
5780,9
5781,12
5782,10
5783,9
5784,7
5786,7
5787,14
5788,5
5789,7
5790,5
5791,7
5792,3
5793,6
5794,0
5795,10
5796,0
5797,7
5798,6
5800,3
5801,13
5802,13
5803,13
5804,13
5805,7
5806,12
5807,4
5808,1
5809,0
5810,0
5811,0
5812,10
5814,16
5815,7
5816,7
5817,5
5818,12
5819,1
5820,8
5821,16
5822,16
5823,10
5824,4
5825,4
5826,0
5827,3
5828,16
5829,16
5830,3
5831,7
5832,4
5833,16
5834,16
5835,6
5836,2
5837,14
5838,0
5839,15
5840,5
5841,1
5842,6
5843,1
5844,0
5845,1
5846,2
